name,Results Titles,Ads count,Number of Results,Number of Titles Contain Query in First Page,Map Exists,Results Snippets,Latitude,Longitude,Altitude,Company Type,Number of Employees,Company Website,Results From Facebook,Results From Twitter,Results From Linkedin,Results From Instagram,Results From Wikipedia,Results From Youtube,Results From Wordpress,Results From Crunchbase,Company Bio,Company Revenue,Company Headquarters,Company Executives,Establishment Year,Company Stock Price,Subsidiaries,Has Official Linkedin Profile,Has Official Instagram Profile,Has Official Youtube Channel,Has Official Facebook Profile,Has Official Twitter Profile,Address,Rating,Number of Reviews,Phone,Customer Service Phone Number,Has Customer Service,Unclaimed Listing,Avg Opening Hour,Avg Closing Hour,Number Of Weekly Working Hours,Number Of Closed Days,Permanently Closed,Query in Pos 1 Title,Does the Query Appear in First Snippet,Link of the First Result,Title of the First Result,Number of Ads Contain Query,Number of Ads Contain Site Link,Ads Titles,Ads Description,Number of Sitelinks in Ads,Is Knowledge Graph Exist,Max Price in Shopping List,Min Price in Shopping List,Avg Price in Shopping List,Std Price in Shopping List,Number of Prices presented on Shopping List,Max Reviews in Shopping List,Min Reviews in Shopping List,Avg Number of Reviews for Product in Shopping List,Std Reviews in Shopping List,Total Number of Reviews in Shopping List,Number of Products with Reviews in Shopping List,Max Rating for Product in Shopping List,Min Rating for Product in Shopping List,Avg Rating for Product in Shopping List,Std Rating for Product in Shopping List,Number of Products with Rating in Shopping List,Number of Results in Big Rerailers Websites in Shopping List Results,Number of Unique Retailers in Shopping List,Shopping List Exist,Number of Results in Shopping List,Times the Query Appear in First Snippet
H&S Automotive,"home page - h & s automotive;h & s automotive - home | facebook;h & s automotive - home | facebook;h & s automotive - expert auto repair - hagerstown, md 21740;h & s automotive - auto repair - 22681 15 mile rd, clinton ...;h & s automotive - 2019 all you need to know before you ...;h & s automotive | hagerstown, md | verified reviews;three out of four cars need service - pittsfield;h & s automotive | fort wayne, in auto repair | napa ...;h & s automotive | phoenix , az auto repair | napa autocare",0,1220000000,9,True,"peace of mind comes standard when you have your vehicles serviced by the professionals at h & s automotive. we stand behind our work with the napa ...;h & s automotive - 2259 w shangri la rd, phoenix, arizona 85029 - rated 5 based on 17 reviews ""tony, john, and al are awesome mechanics! they are a...;h & s automotive - 735 potomac ave, hagerstown, maryland 21740 - rated 5 based on 21 reviews ""i was nervous to take our car to a new mechanic, but the...;h & s automotive provides the best auto repair, brake service, tires, transmissions & oil changes in hagerstown, md 21740.;3 reviews of h & s automotive ""this is an honest mechanic. took my wife car here for a check engine light. turns out it was nothing to worry about. he gave me ...",40.635846,-81.41675,330913.0,,,handsauto.com,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,True,True,https://www.hsautoaz.com/,home page - h & s automotive,0,0,,,0,False,,,,,,,,,,,,,,,,,,,False,,1
Happi-Time Day Care,"happi-time day care: premier child care ... - champaign;local daycare | champaign, il | happi-time day care;happi-time day care - preschools - 1010 stratford dr ... - yelp;happi time day care | champaign il day care center;happi-time | enid ok child care center;happi-time day care - day care center in champaign, il ...;happi time day care | child care center | ht day care 1106 ...;happi-time day care - champaign, illinois - il | greatschools;champaign,il happi-time day care - local.com;working at happi-time day care | glassdoor",0,3250000,9,True,"happi-time day care in champaign, il offers their clients educational, full-time and part-time child care services.;early childhood and school age development center in champaign, illinois. happi-time day care is the convenient and affirmative choice for family-oriented ...;4 reviews of happi-time day care ""our daughter has been going to happi-time on stratford since august 1, 2017, so for about six months. i was bothered by ...;about the provider. description: at happi-time day care we want your family to know that your child is not only safe and happy, but also learning and exploring.;happi-time is a child care center in enid ok. it has maximum capacity of 134 children. the provider accepts children ages of: 0 - 11 months, 12 - 23 months, ...",38.251315000000005,-93.068967,467911.0,,,www.happitimedaycare.com,False,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,True,True,https://www.happitimedaycare.com/,happi-time day care: premier child care ... - champaign,0,0,,,0,False,,,,,,,,,,,,,,,,,,,False,,1
InsideOut Mobile RV Service,"insideout mobile rv service;insideout mobile rv service - home | facebook;insideout mobile rv service - 2019 all you need to know ...;inside out mobile rv services | better business bureau® profile;inside out rv;insideout mobile rv service 8903 w sanna st peoria, az rv ...;insideout mobile rv service - youtube;offers & reviews from insideout mobile rv service & repair in ...;insideout mobile rv service and repair in peoria, az with ...;insideout mobile rv service competitors, revenue and ...",0,1320000,8,True,"valley wide mobile rv service and repair, fast, friendly, and dependable, contact us at 623-853-7256 for your next appointment.;insideout mobile rv service. 133 likes. r.v.i.a. and r.v.d.a. certified technician, and also certified in onan generators. i provide all types of...;23 reviews of insideout mobile rv service ""aj was very responsive and helpful! he was able to save me time and money and he now has a customer for life!"";bbb accredited since 12/16/2015. rv repair in peoria, az. see bbb rating, reviews, complaints, request a quote & more.;mobile rv repair , mobile rv service. our service comes with the promise of quality, friendly service, and dedication. **we do not submit to warranty companies ...",34.179300500000004,-111.92952520000001,7.0,,,http://www.insideoutmobilervservice.com/,True,False,False,False,False,True,False,False,,0.0,,,,0.0,,False,False,False,False,False,,5.0,23.0,+1 623-853-7256,,False,,8.0,16.0,33.0,1,False,True,False,https://www.insideoutmobilervservice.com/,insideout mobile rv service,0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,0
JUCY RV Rentals,mini rv rental specialists | jucy rentals;jucy rv rentals - 97 photos & 82 reviews - rv rental ...;jucy rentals - drive usa;are jucy camper vans worth the effort? - sfgate;a small camper van has some big upsides — and downsides too;jucy van champ camper van — usa rv rentals,0,323000,1,False,"jucy provides mini rv rentals in las vegas, los angeles and san francisco. check out our epic vehicles and book your usa road trip today!;82 reviews of jucy rv rentals ""last year i set to live my dream and go around the world, when i got to australia i learned about rv traveling and rented one ...;jucy rentals is a camper van specialist who, for years, has already offered fun, ingenious, and simple to use camper vans in new zealand and australia. now ...;new zealand-based car rental company jucy takes dodge grand caravan ... “this jucy rv comes with everything...including the kitchen sink.;their compactness gives this rv-like camper an advantage over a ... jucy, a new zealand vehicle rental company, is testing the waters in the ...",,,,,,usarvrentals.com,False,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,False,False,https://www.jucyusa.com/,mini rv rental specialists | jucy rentals,0,0,,,0,False,,,,,,,,,,,,,,,,,,,False,,0
Las Vegas KOA at Sam's Town,"las vegas koa at sam's town - koa campgrounds;las vegas koa at sam's town - updated 2020 prices ...;las vegas koa at sam's town, nevada - camping ...;las vegas koa at sam's town reviews updated 2020;las vegas koa at sam's town - las vegas, nevada ...;las vegas koa at sam's town - 73 photos & 69 reviews - rv ...;las vegas koa at sam's town | bookyoursite",1,83900,7,True,"las vegas koa at sam's town is located in las vegas, nevada and offers great camping sites! click here to find out more information or to book a reservation.;while staying with koa, campers are privy to all the amenities of sams town, including a free shuttle service to the world-famous las vegas strip and downtown ...;guests of the las vegas koa at sam's town are just steps away from one of the largest casino resorts on the boulder strip, sam's town hotel and casino.;las vegas koa at sam's town, las vegas nevada. see 15 traveler reviews, 40 photos and blog posts.;... vegas, nevada: 269 reviews, 49 photos, & 35 tips from fellow rvers. las vegas koa at sam's town in las vegas is rated 7.1 of 10 at campground reviews.",36.10990579999999,-115.0589957,15.0,"Campground in Sunrise Manor, Nevada",,http://koa.com/campgrounds/las-vegas/,False,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,True,False,"5225 Boulder Hwy, Las Vegas, NV 89122",4.2,1219.0,(702) 454-8055,,False,,,,0.0,0,False,True,True,https://koa.com/campgrounds/las-vegas/,las vegas koa at sam's town - koa campgrounds,0,0,KOA Las Vegas at Sam's Town | Camping Near Las Vegas Strip‎,"Relax, Explore, and Reconnect at KOA. Dream & Plan Today! Stay With a Brand Campers Have Trusted For Nearly 60 years. There's a KOA Near You. 56-lane Bowling Alley. Patio RV Sites. Daily Laser Light Show. Pet-Friendly Camping. Located On Boulder Strip.",0,True,,,,,,,,,,,,,,,,,,,False,,1
Little Dealer Little Prices,"little dealer little prices;little dealer little prices 2350 w deer valley rd phoenix, az rv ...;little dealer little prices - mesa in 2038 n. country club dr mesa, az ...;little dealer little prices - phoenix in 2350 w. deer valley road ...;little dealer little prices - 14 photos & 119 reviews - rv dealers ...;little dealer little prices - 28 photos & 98 reviews - rv dealers ...;little dealer-little prices 2350 w deer valley rd, phoenix, az 85027 ...",0,164000000,7,False,"click through to view our cruiser rv inventory at little dealer little prices.;get directions, reviews and information for little dealer little prices in phoenix, az.;here at little dealer little prices, you will always find the rv of your dreams! we proudly represent the finest rv manufacturers in the ...;little dealer little prices - phoenix in 2350 w. deer valley road phoenix, az 85027 on rv trader.;119 reviews of little dealer little prices ""you need to check this place out even if you are not planning on buying a camper!!! you will be wowed by the ...",,,,,,www.littledealer.com,False,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,True,True,https://www.littledealer.com/,little dealer little prices,0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,1
Luxury RV Rentals,motorhome rentals | luxury rv rental | allstar coaches;luxury rv for rent anywhere in california los angeles san ...;goss rv|experience luxury in motion;premier luxury rv rentals reviews & rv rentals | outdoorsy;new york rv rentals – luxurious rv rentals llc;luxurious rv rentals llc – recreational vehicle rentals ...;rv rentals | motorhome & luxury rv rental | road bear rv ...;chill rv rentals - los angeles;rv rentals dallas - southwest rv rentals - luxury rv ...,0,38700000,1,True,"america's largest selection of rv rentals. new model, 100% non-smoking units. free trip planning assistance. nationwide delivery available. a+ rated by bbb.;luxury rv for rent anywhere in california los angeles san francisco. rv rental in calabasas with driver and free pickup.;trusted & experienced. since 2003, we've been the leader in luxury motorcoach rental. we know all the ins and outs of luxury rv travel. more info ...;premier luxury rv rentals, miami florida and newark new jersey is a much more affordable way to rent a beautiful luxury ...;luxury class a rv rentals in ny. motorhome rentals in new york city, buffalo, watkins glen, syracuse…anywhere in new york. rental rvs at watkins glen ...",30.499769,-99.361228,1876521.0,,,luxervrental.com,False,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,False,False,https://www.allstarcoaches.com/motorhome-rentals/,motorhome rentals | luxury rv rental | allstar coaches,0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,0
Madison KOA,"de forest, wisconsin campground | madison koa;madison koa general info | koa campgrounds;madison / pittsburgh se koa - koa campgrounds;de forest, wisconsin rv camping sites | madison koa;madison koa - updated 2020 campground reviews ...;madison, pittsburgh koa | pittsburgh s.e. koa;madison koa - de forest, wisconsin - campground reviews;madison koa - 12 photos & 12 reviews - rv parks - 4859 co ...;madison koa - de forest campgrounds | good sam club;madison koa | travel wisconsin",0,1340000,8,True,"madison koa is located in de forest, wisconsin and offers great camping sites! click here to find out more information or to book a reservation.;alert. we are open for camping at the madison wi koa. we will be following county and state-issued covid-19 ...;madison / pittsburgh s.e. koa is located in ruffs dale, pennsylvania and offers great camping sites! click here to find out more information or to book a ...;alert. we are open for camping at the madison wi koa. we will be following county and state-issued covid-19 ...;madison koa, deforest: see 55 traveler reviews, 20 candid photos, and great deals for madison koa, ranked #1 of 1 specialty lodging in deforest and rated 4  ...",43.248674799999996,-89.3700138,15.0,,,http://koa.com/campgrounds/madison/,False,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,"4859 Co Rd V, DeForest, WI 53532",4.3,239.0,(608) 846-4528,,False,,9.0,17.0,56.0,0,False,True,True,https://koa.com/campgrounds/madison/,"de forest, wisconsin campground | madison koa",0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,1
Mendota County Park,"mendota county park | dane county parks;mendota county park & campground - visit middleton;mendota county park & campground | travel wisconsin;mendota county park - destination madison;mendota county park - 10 photos - parks - 5133 co hwy m ...;mendota county park - campground reviews (madison ...;lake mendota county park - middleton, wisconsin ...;campsites - dane county parks store;mendota county park, wi | the dyrt;mendota county park reviews - campendium",0,3190000,9,True,"mendota county park is located off county rd m near the intersection of county rds q and m in the town of westport, a few miles southwest of governor ...;mendota county park is located off county rd m near the intersection of county rds q and m in the town of westport. the park has a 30-unit campground and ...;mendota park also offers two shelter facilities, unsupervised swimming area with an accessible swimming ramp, tennis and basketball courts, softball field, play ...;mendota county park is located off county rd m near the intersection of county rds q and m in the town of westport, a few miles southwest of governor ...;6 reviews of mendota county park ""i wanted to stay overnight after the solstice bonfire at little norway, but the campground nearby(blue mound state park) was ...",43.1101284,-89.46838170000001,15.0,"Park in the Dane County, Wisconsin",,http://www.countyofdane.com/lwrd/parks/mendota.aspx,False,False,False,False,False,False,False,False,"Sizable park offering camping, fishing, swimming & a small-boat launch plus a play lot & volleyball.",0.0,,,,0.0,,False,False,False,False,False,"5133 Co Hwy M, Middleton, WI 53562",4.4,205.0,(608) 224-3730,,False,True,5.0,22.0,119.0,0,False,True,True,https://parks-lwrd.countyofdane.com/park/Mendota,mendota county park | dane county parks,0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,1
Mesa RV/Boat & Self Storage,"mesa rv-boat and self storage on power road in mesa ...;mesa rv/boat and self storage on power rd: lowest rates ...;mesa rv/boat and self storage on power rd | 550 n power ...;mesa rv/boat & self storage - self storage - 550 n power rd ...;power ranch rv, boat, & mini storage;cheap storage units at mesa rv/boat and self storage on ...;202 rv valet storage: best covered rv & boat storage in ...;mesa rv boat and self storage | better business bureau ...;mesa rv/boat and self storage on power rd units and ...;mesa rv/boat & self storage 550 n power rd mesa, az ...",0,1450000,6,True,"mesa rv-boat and self storage on power road in mesa is a secured and gated rental storage facility in the east valley serving mesa. az and greater phoenix.;view the lowest prices on storage units at mesa rv/boat and self storage on power rd on 550 n power rd, mesa, az 85205.;view prices on available storage units at mesa rv/boat and self storage on power rd on 550 n power rd. read 42 customer reviews and book for free today.;4 reviews of mesa rv/boat & self storage ""first of all ... the management changed in late 2017. the new management team is friendly and helpful. second .;power ranch provides the best recreational vehicle storage in mesa az, while also accommodating all of your household & business storage needs.",33.4260083,-111.6847922,15.0,"Storage facility in Mesa, Arizona",,http://www.mesarv-boatandselfstorageonpowerroad.com/,False,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,"550 N Power Rd, Mesa, AZ 85205",4.7,7.0,(480) 854-1404,,False,True,9.0,18.0,54.0,1,False,True,False,http://www.mesarv-boatandselfstorageonpowerroad.com/,mesa rv-boat and self storage on power road in mesa ...,0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,0
Miley,"miley cyrus - official site;miley cyrus - wikipedia;miley cyrus (@mileycyrus) • instagram photos and videos;miley cyrus talks 'black mirror,' sobriety & britney spears ...;miley cyrus - miley cyrus - youtube;miley cyrus - home | facebook;miley cyrus reveals she's been sober for six months - cbs news",0,134000000,7,False,"don't call me angel (charlie's angels) (with miley cyrus & lana del rey). ariana grande, miley cyrus, lana del rey. 3:10. 3. mother's daughter. miley cyrus.;website. mileycyrus.com. miley ray cyrus (born destiny hope cyrus; november 23, 1992) is an american singer, songwriter, and actor. her music has spanned a range of styles, including pop, country pop, and hip hop.;111.1m followers, 1005 following, 639 posts - see instagram photos and videos from miley cyrus (@mileycyrus);miley cyrus opens up about returning to acting, being in therapy and getting sober and her love of britney spears.;miley's official youtube channel.",,,,American singer-songwriter,,https://www.mileycyrus.com/,True,False,False,True,True,True,False,False,"Miley Ray Cyrus is an American singer, songwriter, and actor. Her music has spanned a range of styles, including pop, country pop, and hip hop. Cyrus' personal life, public image, and performances have often sparked controversy and received widespread media coverage.",0.0,,,,0.0,,True,True,True,True,True,,,,,,False,,,,0.0,0,False,True,True,https://www.mileycyrus.com/,miley cyrus - official site,0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,3
Mobile Car Dr,"mobile car dr | making auto repair easier | mobile mechanic ...;mobile car dr - 14 photos & 21 reviews - rv repair ... - yelp;mobile car dr - home | facebook;the mobile car dr - home | facebook;mobile car dr | better business bureau® profile;mobile car dr in phoenix, az 85050 | automd;mobile car dr phoenix, az auto repair - mapquest;the mobile car dr. 903 e maguire rd noble, ok auto repair ...;the mobile car dr. 903 e maguire rd, noble, ok 73068 ...;mobile car dr reviews - phoenix, az | angie's list",0,1550000000,10,True,"mobile car dr is a mobile auto repair service that comes to you for vehicle repairs and maintenance in phoenix, scottsdale, mesa, chandler, glendale, tempe, ...;21 reviews of mobile car dr ""i was referred to this company after a friend heard me griping about how much a local mechanic was going to charge for some ...;mobile car dr - 2821 e marco polo rd, phoenix, arizona 85050 - rated 4.5 based on 16 reviews ""i have had an awesome experience using this company.;the mobile car dr. 37 likes. we come to you whether it's at home or the side of the road! the mobile car dr will get you together! inspections are $20...;this organization is not bbb accredited. auto repair in phoenix, az. see bbb rating, reviews, complaints, & more.",33.6663153,-112.0232081,15.0,"Auto repair shop in Phoenix, Arizona",,http://www.mobilecardr.com/?utm_source=google&utm_medium=organic&utm_campaign=gmbpage,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,True,False,"2821 E Marco Polo Rd, Phoenix, AZ 85050",3.6,19.0,(602) 903-3737,,False,True,7.0,19.5,88.0,0,False,True,True,http://mobilecardr.com/,mobile car dr | making auto repair easier | mobile mechanic ...,0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,1
Mobile Mechanics of Las Vegas,"mobile mechanics of las vegas;best mobile mechanic | on-site auto repair | las vegas' best ...;10 best mobile mechanics in las vegas, nv - book auto ...;mobile mechanics of las vegas - 21 photos & 97 reviews ...;mobile mechanic las vegas nv 89117 - auto repair - best ...;mobile mechanic las vegas - mobile auto repair 702-832-4033;mobile mechanics in las vegas nv | wrench;aone mobile mechanic: mobile mechanic mobile auto truck ...;auto repair mobile mechanics | las vegas nv;mobile mechanic & mobile auto repair | las vegas nv",0,4970000,4,True,"call us at 702-604-1335.;save time and money on car repair. call las vegas' best mobile mechanic at 702-602-7656 for on-site auto repair, today!;best-rated mobile mechanics in las vegas, nv come to you for auto repair, diagnostics & maintenance services. our specialists service all cars and provide  ...;97 reviews of mobile mechanics of las vegas ""last night this place saved me! i went to my mom's and noticed that my car leaked a bunch of coolant. i didn't ...;top notch customer service and pricing for mechanic services - see why 100s of las vegas residents trust us with their car repair every month. call today for ...",36.105647999999995,-115.15823999999999,10866.0,,,vegasmobilemechanic.com,False,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,True,False,https://mobilemechanicsoflasvegas.com/,mobile mechanics of las vegas,0,0,,,0,False,,,,,,,,,,,,,,,,,,,False,,0
Nevada RV,"nevada rv;nevada - rvs for sale - rv trader;rv parks - travel nevada;5 nevada rv parks you must visit - tripsavvy;rv rental nevada - cruise america;gateway rv center: rv dealer in nevada;10 best camper & rv rentals nevada - rv scout;western skies rv - new & used rvs sales, service, and ...;johnnie walker rv | rv sales, service, parts in las vegas",0,46300000,4,True,"we are located in fabulous las vegas, nevada and sell used class b and c motorhomes and horse trailers. we never charge add-ons, so what you see is ...;rvs for sale in nevada: 2319 rvs near you - find rvs on rv trader.;nevada is home to many rv parks and resorts. make yourself at home at a nevada rv park and head off to your next adventure whenever the moment strikes.;ready to rv to nevada for more than just gambling the night away? these 5 rv parks are home base to adventures near and far through the ...;discover. nevada. when you think of the most relaxing experience you could have in a nevada rv rental from cruise america, las vegas may not pop into your ...",36.243023,-115.51888999999998,45325.0,,,www.nevadarv.net,False,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,True,False,http://www.nevadarv.net/,nevada rv,0,0,,,0,False,,,,,,,,,,,,,,,,,,,False,,0
Off The Grid Rentals,"off the grid rentals;off the grid rentals - home | facebook;off-the-grid vacation rentals book off grid back country ...;off-the-grid vacation rentals remote, wild, backcountry, off ...;off the grid rentals - 30 photos & 26 reviews - rv rental ...;off the grid rentals - 34 photos - outdoor gear - 813 w ...;10 great off-the-grid airbnb rentals | cool material",0,17600000,4,False,"off the grid rentals rents off road teardrop camping trailers, roof top tents, quiet portable generators and arb refridgerators.;about off the grid rentals. (949) 234-7223. www.rentoffthegrid.com. trailer rental · outdoor equipment store · sports & recreation.;discover life off the grid providing vacation by owner rentals of wild, remote, self-sufficient homes so you can unplug and discover off the grid living.;discover life off the grid find and discover self-sustaining, off the grid vacation properties for your next adventure free house.;26 reviews of off the grid rentals ""rented a roof top tent from off the grid, had great service, awesome product and made for a wonderful trip. staff was super ...",,,,,,www.rentoffthegrid.com,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,True,True,https://www.rentoffthegrid.com/,off the grid rentals,0,0,,,0,False,,,,,,,,,,,,,,,,,,,False,,1
Orangewood RV Center,"orangewood rv center | surprise, az | rv dealer;orangewood rv center - 24 photos & 70 reviews - rv ... - yelp;orangewood rv center - home | facebook;orangewood rv center | better business bureau® profile;orangewood rv center - recreational vehicles - dealership ...;rv dealers in surprise, arizona | orangewood rv center;orangewood rv center in surprise, az, 85378 | auto body ...",0,149000,7,True,"orangewood rv center is a premium rv dealership selling new and pre-owned rvs with excellent pricing options!;70 reviews of orangewood rv center ""these people were awesome. we bought our 5th wheel there and couldn't be happier with the people. everyone was ...;orangewood rv center - 11449 w bell rd, surprise, arizona 85378 - rated 4.3 based on 37 reviews ""what ...;orangewood rv center. rv dealers. this company offers the sales, service and repair of new and pre-owned rvs. 11449 w. bell road. surprise, az 85374.;12 reviews of orangewood rv center - recreational vehicles car dealer reviews & helpful consumer information about this recreational vehicles ...",33.6376609,-112.3058547,15.0,"RV dealer in Sun City, Arizona",,http://www.orangewoodrv.com/,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,True,False,False,True,False,"11405 W Bell Rd #9656, Surprise, AZ 85378",4.4,426.0,(623) 974-3000,,False,True,8.5,16.5,58.0,0,False,True,True,https://www.orangewoodrv.com/,"orangewood rv center | surprise, az | rv dealer",0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,1
Owners Rental of Phoenix,"arizona rv rentals - owner's rental of phoenix inc - phoenix ...;our rv rentals inventory - owner's rental of phoenix inc ...;owners rental of phoenix - 22 photos - rv rental - 7482 w ...;rv rental phoenix from $48/night - instant booking available!;owners rental of phoenix inc. - home | facebook;rv rental phoenix - outdoorsy;owners rental of phoenix, inc. 7482 w port au prince ln ...;properties for rent by owner in phoenix, az - 258 rentals ...;going places rv rentals phoenix rent the perfect rv in az;789 apartments & homes phoenix, arizona for rent ...",0,21000000,3,True,"arizona rv rental referral service. providing privately owned travel trailers, campervans, toy haulers and motorhome rentals throughout the greater phoenix ...;our inventory of rv and motorhome rentals available for hire in arizona.;providing the the best rv and motorhome rentals in arizona for over 51 years. large selection of motorhome rentals available, class a, b, and c rv rentals, diesel motorcoach, tent trailers, 5th wheel, travel trailers, toy haulers, and campervans. established in 1968. arizona's premiere rv rental company!;looking to rent an rv in phoenix, az? sort by class a, b, c & towable rvs and rent directly from local owners. search now!;owners rental of phoenix inc., phoenix. 4.9k likes. arizona rv rental and motorhome rentals referral service. serving arizona since 1968.",33.901069,-112.94803799999998,73963.0,,,www.ownersrental.com,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,True,False,https://www.ownersrental.com/,arizona rv rentals - owner's rental of phoenix inc - phoenix ...,0,0,,,0,False,,,,,,,,,,,,,,,,,,,False,,0
Palacios Upholstery Rv & Tops,"palacios upholstery;palacios upholstery rv & tops - 710 photos - 5 ... - facebook;palacios upholstery rv & tops - 710 photos - 5 ... - facebook;palacios upholstery rv & tops - 135 photos & 26 reviews ...;palacios upholstery rv & tops 6423 east thomas road ...;palacios upholstery rv & tops - scottsdale, az | groupon;palacios upholstery rv & tops | better business bureau ...;palacios upholstery rv & tops llc reviews - scottsdale, az ...;palacios upholstery rv & tops reviews, ratings | other near ...",1,521000,9,True,"home. welcome to palacios upholstery rv & tops. we are a full service interior trim shop serving the automotive, rv, marine, specialty vehicle, and motorcycle ...;palacios upholstery rv & tops - 6423 e thomas rd, scottsdale, arizona 85251 - rated 5 based on 5 reviews ""they did our motorhome upgrades a couple ...;palacios upholstery rv & tops - 6423 e thomas rd, scottsdale, arizona 85251 - rated 5 based on 5 reviews ""they did our motorhome upgrades a couple ...;26 reviews of palacios upholstery rv & tops ""jesse and the crew have done an awesome job redoing our monaco camelot interior! fast,reasonably priced and ...;get directions, reviews and information for palacios upholstery rv & tops in scottsdale, az.",33.4771614,-111.9396268,15.0,"Auto upholsterer in Scottsdale, Arizona",,http://palaciosupholstery.com/,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,True,False,"6423 E Thomas Rd, Scottsdale, AZ 85251",4.5,17.0,(480) 946-1404,,False,,8.0,17.0,45.0,2,False,True,True,https://palaciosupholstery.com/,palacios upholstery,0,1,Browse RV upholstery repair | Explore Pricing & Reviews‎,"If You Have Questions About Anything Auto, We Can Help! Browse Great Results and Info. Find RV upholstery repair. Advertise With Us. Make An Inquiry. Highlights: Authoritative Articles Available, Our Auto Experts Research And Write Content.",4,True,,,,,,,,,,,,,,,,,,,False,,1
Paradise RV Resort,"paradise rv resort | encore rv resort in arizona | sun city ...;paradise rv resort - updated 2020 prices ... - tripadvisor;paradise rv resort mobile home park in sun city, az ...;paradise rv resort - sun city campgrounds | good sam club;paradise rv resort (55+ resort) - sun city, arizona ...;paradise rv resort - 23 photos & 12 reviews - rv parks ...;paradise rv resort - rv park - sun city, arizona - 1 review ...;paradise rv resort apartments - sun city, az | apartments.com;paradise rv resort 10950 w. union hills dr. sun city, az ...;paradise by the sea beach rv resort | rv park ... - oceanside",0,8490000,9,True,"paradise rv resort is an encore rv park in sun city, arizona: easy access to all that the phoenix metro area has to offer at a top rv park in sun city, az.;book paradise rv resort, sun city on tripadvisor: see 145 traveler reviews, 28 candid photos, and great deals for paradise rv resort, ranked #1 of 1 specialty ...;paradise rv resort mobile home park located in sun city, az. age-restricted community with 7 mobile homes for sale. view lots, community details, photos, ...;paradise rv resort,sun city, arizona. check for ratings on facilities, restrooms, and appeal. save 10% on good sam resorts.;... in sun city, arizona: 36 reviews, 15 photos, & 6 tips from fellow rvers. paradise rv resort (55+ resort) in sun city is rated 8.4 of 10 at campground reviews.",33.165584,-105.05268799999999,877045.0,,,paradisebythesearvresort.com,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,True,True,https://www.rvonthego.com/arizona/paradise-rv-resort/,paradise rv resort | encore rv resort in arizona | sun city ...,0,0,,,0,False,,,,,,,,,,,,,,,,,,,False,,1
