name,address,latitude,longitude,categories,review_stars,"KNeighbors(latitude, longitude)",review_stars,"""rv"" in categories","KNeighbors(Latitude, Longitude)","""world"" in Results Snippets","""camping"" in Results Snippets","""camping"" in Title of the First Result","""camping"" in Results Titles","""world rv"" in Results Titles","""motorhomes"" in Results Snippets","""campers"" in Results Snippets","""accessories"" in Results Titles","""rated based"" in Results Snippets","""parts accessories"" in Results Snippets","""5th wheels"" in Results Snippets","""sale"" in Results Titles","""based"" in Results Snippets","""service center"" in Title of the First Result","""rvs"" in Results Titles","""buy"" in Results Snippets","""dealer"" in Results Titles","""inventory"" in Results Snippets","""travel"" in Results Titles","KNeighbors(LAT, LONG)",Number of Related Links,day(Website Creation Date),month(Website Creation Date),"""service"" in Website Description",year(Website Creation Date),Percentile,Number of Website Subdomains,"""rv"" in Website Description",MedianLoadTime,"""camping"" in Website Description","""buy"" in Website Description","""rv dealer"" in Title","""dealer"" in Title",Number of Connections to Youtube,"""trailers"" in Website Description",month(Domain Update Date),Domain Creation Date - Domain Update Date,Domain Creation Date - Domain Expiry Date,Stopword Count(Associated Keywords),"""pinterest instagram"" in Social Networks",Number of Social Networks,"""facebook"" in Social Networks",Year of Establishment,AdultContent->False,AdultContent->empty,Results From Facebook->False,Results From Facebook->True,Url Split(Company Website).company_website_10->empty,Url Split(Company Website).company_website_10->utm_campaign=Yext%20Directory%20Listing,Url Split(Company Website).company_website_10->utm_medium=organic,Url Split(Company Website).company_website_10->utm_source=moz,_TARGET_
Good Life RV Resort,3403 E Main St,33.4134472972,-111.75788747780001,"Campgrounds, Hotels & Travel, Active Life, Home Services, Parks, Property Management, Real Estate, RV Parks, Resorts",4,4.0,4,1,3.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,11.0,15.0,9.0,0,1997.0,61.0,36.0,0,1981.0,0,0,0,0,0.0,0,2.0,-7464.0,-8400.0,0.0,0,5.0,1,2009.0,1,0,0,1,1,0,0,0,4.0
Road Runner RV Park,4711 Boulder Hwy,36.1194578,-115.07079740000002,"RV Parks, Hotels & Travel, Automotive",1,2.65,1,1,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.65,10.0,15.0,4.0,0,2000.0,,0.0,1,,0,0,0,0,0.0,0,7.0,-6665.0,-7670.0,0.0,0,1.0,0,,1,0,1,0,1,0,0,0,2.0
Road Runner RV Park,4711 Boulder Hwy,36.1194578,-115.07079740000002,"RV Parks, Hotels & Travel, Automotive",5,2.65,5,1,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.65,10.0,15.0,4.0,0,2000.0,,0.0,1,,0,0,0,0,0.0,0,7.0,-6665.0,-7670.0,0.0,0,1.0,0,,1,0,1,0,1,0,0,0,2.0
Road Runner RV Park,4711 Boulder Hwy,36.1194578,-115.07079740000002,"RV Parks, Hotels & Travel, Automotive",1,2.65,1,1,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.65,10.0,15.0,4.0,0,2000.0,,0.0,1,,0,0,0,0,0.0,0,7.0,-6665.0,-7670.0,0.0,0,1.0,0,,1,0,1,0,1,0,0,0,2.0
Road Runner RV Park,4711 Boulder Hwy,36.1194578,-115.07079740000002,"RV Parks, Hotels & Travel, Automotive",1,2.65,1,1,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.65,10.0,15.0,4.0,0,2000.0,,0.0,1,,0,0,0,0,0.0,0,7.0,-6665.0,-7670.0,0.0,0,1.0,0,,1,0,1,0,1,0,0,0,2.0
Road Runner RV Park,4711 Boulder Hwy,36.1194578,-115.07079740000002,"RV Parks, Hotels & Travel, Automotive",1,2.65,1,1,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.65,10.0,15.0,4.0,0,2000.0,,0.0,1,,0,0,0,0,0.0,0,7.0,-6665.0,-7670.0,0.0,0,1.0,0,,1,0,1,0,1,0,0,0,2.0
Road Runner RV Park,4711 Boulder Hwy,36.1194578,-115.07079740000002,"RV Parks, Hotels & Travel, Automotive",1,2.65,1,1,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.65,10.0,15.0,4.0,0,2000.0,,0.0,1,,0,0,0,0,0.0,0,7.0,-6665.0,-7670.0,0.0,0,1.0,0,,1,0,1,0,1,0,0,0,2.0
Phoenix Motorhomes,"1050 N Fairway Dr, Ste C-105",33.4537213,-112.3262394,"Mobile Home Dealers, Home Services, Hotels & Travel, RV Rental, Real Estate",2,3.6,2,1,3.1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,5,0,0,1,0,3.6,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,10.0,-2601.0,-2921.0,,0,,0,,0,1,1,0,1,0,0,0,4.0
Phoenix Motorhomes,"1050 N Fairway Dr, Ste C-105",33.4537213,-112.3262394,"Mobile Home Dealers, Home Services, Hotels & Travel, RV Rental, Real Estate",5,3.6,5,1,3.1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,5,0,0,1,0,3.6,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,10.0,-2601.0,-2921.0,,0,,0,,0,1,1,0,1,0,0,0,4.0
Airstream of Scottsdale,15000 N Hayden Rd,33.620261,-111.908077,"RV Repair, Auto Parts & Supplies, Automotive, RV Dealers",5,4.475,5,2,4.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,4.475,0.0,,,0,,,0.0,0,,0,0,0,0,3.0,0,4.0,0.0,-1826.0,0.0,0,2.0,0,,0,1,0,1,1,0,0,0,5.0
Airstream of Scottsdale,15000 N Hayden Rd,33.620261,-111.908077,"RV Repair, Auto Parts & Supplies, Automotive, RV Dealers",5,4.475,5,2,4.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,4.475,0.0,,,0,,,0.0,0,,0,0,0,0,3.0,0,4.0,0.0,-1826.0,0.0,0,2.0,0,,0,1,0,1,1,0,0,0,5.0
Airstream of Scottsdale,15000 N Hayden Rd,33.620261,-111.908077,"RV Repair, Auto Parts & Supplies, Automotive, RV Dealers",5,4.475,5,2,4.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,4.475,0.0,,,0,,,0.0,0,,0,0,0,0,3.0,0,4.0,0.0,-1826.0,0.0,0,2.0,0,,0,1,0,1,1,0,0,0,5.0
Airstream of Scottsdale,15000 N Hayden Rd,33.620261,-111.908077,"RV Repair, Auto Parts & Supplies, Automotive, RV Dealers",5,4.475,5,2,4.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,4.475,0.0,,,0,,,0.0,0,,0,0,0,0,3.0,0,4.0,0.0,-1826.0,0.0,0,2.0,0,,0,1,0,1,1,0,0,0,5.0
Airstream of Scottsdale,15000 N Hayden Rd,33.620261,-111.908077,"RV Repair, Auto Parts & Supplies, Automotive, RV Dealers",5,4.475,5,2,4.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,4.475,0.0,,,0,,,0.0,0,,0,0,0,0,3.0,0,4.0,0.0,-1826.0,0.0,0,2.0,0,,0,1,0,1,1,0,0,0,5.0
Airstream of Scottsdale,15000 N Hayden Rd,33.620261,-111.908077,"RV Repair, Auto Parts & Supplies, Automotive, RV Dealers",5,4.475,5,2,4.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,4.475,0.0,,,0,,,0.0,0,,0,0,0,0,3.0,0,4.0,0.0,-1826.0,0.0,0,2.0,0,,0,1,0,1,1,0,0,0,5.0
Airstream of Scottsdale,15000 N Hayden Rd,33.620261,-111.908077,"RV Repair, Auto Parts & Supplies, Automotive, RV Dealers",5,4.475,5,2,4.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,4.475,0.0,,,0,,,0.0,0,,0,0,0,0,3.0,0,4.0,0.0,-1826.0,0.0,0,2.0,0,,0,1,0,1,1,0,0,0,5.0
Airstream of Scottsdale,15000 N Hayden Rd,33.620261,-111.908077,"RV Repair, Auto Parts & Supplies, Automotive, RV Dealers",5,4.475,5,2,4.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,4.475,0.0,,,0,,,0.0,0,,0,0,0,0,3.0,0,4.0,0.0,-1826.0,0.0,0,2.0,0,,0,1,0,1,1,0,0,0,5.0
Airstream of Scottsdale,15000 N Hayden Rd,33.620261,-111.908077,"RV Repair, Auto Parts & Supplies, Automotive, RV Dealers",5,4.475,5,2,4.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,4.475,0.0,,,0,,,0.0,0,,0,0,0,0,3.0,0,4.0,0.0,-1826.0,0.0,0,2.0,0,,0,1,0,1,1,0,0,0,5.0
Hitch-N-Go RV Rental,1625 W Latham St,33.460170132399995,-112.0946099237,"Hotels & Travel, RV Rental",1,3.725,1,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,4.0,-3259.0,-3653.0,0.0,0,0.0,0,,0,1,0,1,1,0,0,0,4.0
Hitch-N-Go RV Rental,1625 W Latham St,33.460170132399995,-112.0946099237,"Hotels & Travel, RV Rental",5,3.725,5,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,4.0,-3259.0,-3653.0,0.0,0,0.0,0,,0,1,0,1,1,0,0,0,4.0
Hitch-N-Go RV Rental,1625 W Latham St,33.460170132399995,-112.0946099237,"Hotels & Travel, RV Rental",5,3.725,5,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,4.0,-3259.0,-3653.0,0.0,0,0.0,0,,0,1,0,1,1,0,0,0,4.0
Hitch-N-Go RV Rental,1625 W Latham St,33.460170132399995,-112.0946099237,"Hotels & Travel, RV Rental",5,3.725,5,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,4.0,-3259.0,-3653.0,0.0,0,0.0,0,,0,1,0,1,1,0,0,0,4.0
Pleasant Harbor Rv Resort,8708 W Harbor Blvd,33.8461006,-112.2519868,"Hotels & Travel, RV Parks, Resorts",4,4.5,4,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.0,23.0,5.0,0,1998.0,75.0,0.0,0,929.0,0,0,0,0,0.0,0,3.0,-6862.0,-8765.0,0.0,0,2.0,0,,1,0,0,1,1,0,0,0,2.5
Pleasant Harbor Rv Resort,8708 W Harbor Blvd,33.8461006,-112.2519868,"Hotels & Travel, RV Parks, Resorts",1,4.5,1,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.0,23.0,5.0,0,1998.0,75.0,0.0,0,929.0,0,0,0,0,0.0,0,3.0,-6862.0,-8765.0,0.0,0,2.0,0,,1,0,0,1,1,0,0,0,2.5
Pleasant Harbor Rv Resort,8708 W Harbor Blvd,33.8461006,-112.2519868,"Hotels & Travel, RV Parks, Resorts",1,4.5,1,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.0,23.0,5.0,0,1998.0,75.0,0.0,0,929.0,0,0,0,0,0.0,0,3.0,-6862.0,-8765.0,0.0,0,2.0,0,,1,0,0,1,1,0,0,0,2.5
Pleasant Harbor Rv Resort,8708 W Harbor Blvd,33.8461006,-112.2519868,"Hotels & Travel, RV Parks, Resorts",4,4.5,4,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.0,23.0,5.0,0,1998.0,75.0,0.0,0,929.0,0,0,0,0,0.0,0,3.0,-6862.0,-8765.0,0.0,0,2.0,0,,1,0,0,1,1,0,0,0,2.5
Pleasant Harbor Rv Resort,8708 W Harbor Blvd,33.8461006,-112.2519868,"Hotels & Travel, RV Parks, Resorts",1,4.5,1,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.0,23.0,5.0,0,1998.0,75.0,0.0,0,929.0,0,0,0,0,0.0,0,3.0,-6862.0,-8765.0,0.0,0,2.0,0,,1,0,0,1,1,0,0,0,2.5
Pleasant Harbor Rv Resort,8708 W Harbor Blvd,33.8461006,-112.2519868,"Hotels & Travel, RV Parks, Resorts",5,4.5,5,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.0,23.0,5.0,0,1998.0,75.0,0.0,0,929.0,0,0,0,0,0.0,0,3.0,-6862.0,-8765.0,0.0,0,2.0,0,,1,0,0,1,1,0,0,0,2.5
Pleasant Harbor Rv Resort,8708 W Harbor Blvd,33.8461006,-112.2519868,"Hotels & Travel, RV Parks, Resorts",2,4.5,2,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.0,23.0,5.0,0,1998.0,75.0,0.0,0,929.0,0,0,0,0,0.0,0,3.0,-6862.0,-8765.0,0.0,0,2.0,0,,1,0,0,1,1,0,0,0,2.5
Pleasant Harbor Rv Resort,8708 W Harbor Blvd,33.8461006,-112.2519868,"Hotels & Travel, RV Parks, Resorts",1,4.5,1,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.0,23.0,5.0,0,1998.0,75.0,0.0,0,929.0,0,0,0,0,0.0,0,3.0,-6862.0,-8765.0,0.0,0,2.0,0,,1,0,0,1,1,0,0,0,2.5
Pleasant Harbor Rv Resort,8708 W Harbor Blvd,33.8461006,-112.2519868,"Hotels & Travel, RV Parks, Resorts",5,4.5,5,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.0,23.0,5.0,0,1998.0,75.0,0.0,0,929.0,0,0,0,0,0.0,0,3.0,-6862.0,-8765.0,0.0,0,2.0,0,,1,0,0,1,1,0,0,0,2.5
Pleasant Harbor Rv Resort,8708 W Harbor Blvd,33.8461006,-112.2519868,"Hotels & Travel, RV Parks, Resorts",5,4.5,5,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.0,23.0,5.0,0,1998.0,75.0,0.0,0,929.0,0,0,0,0,0.0,0,3.0,-6862.0,-8765.0,0.0,0,2.0,0,,1,0,0,1,1,0,0,0,2.5
Boulder City RV,1495 Nevada Hwy,35.9702815,-114.852125,"RV Dealers, Hotels & Travel, Automotive, RV Repair, RV Rental",5,4.275,5,3,3.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.875,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,4.0,-750.0,-1096.0,0.0,0,0.0,0,,0,1,0,1,1,0,0,0,5.0
Boulder City RV,1495 Nevada Hwy,35.9702815,-114.852125,"RV Dealers, Hotels & Travel, Automotive, RV Repair, RV Rental",5,4.275,5,3,3.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.875,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,4.0,-750.0,-1096.0,0.0,0,0.0,0,,0,1,0,1,1,0,0,0,5.0
Boulder City RV,1495 Nevada Hwy,35.9702815,-114.852125,"RV Dealers, Hotels & Travel, Automotive, RV Repair, RV Rental",5,4.275,5,3,3.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.875,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,4.0,-750.0,-1096.0,0.0,0,0.0,0,,0,1,0,1,1,0,0,0,5.0
Big Boys Toys,4340 San Diego St,36.238276,-115.20553899999999,"Home Services, Auto Repair, Auto Customization, RV Repair, Body Shops, Auto Glass Services, Car Window Tinting, Contractors, Automotive, Car Stereo Installation",5,3.375,5,1,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,,,-2559.0,0.0,0,1.0,0,,0,1,0,1,1,0,0,0,4.5
Big Boys Toys,4340 San Diego St,36.238276,-115.20553899999999,"Home Services, Auto Repair, Auto Customization, RV Repair, Body Shops, Auto Glass Services, Car Window Tinting, Contractors, Automotive, Car Stereo Installation",5,3.375,5,1,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,,,-2559.0,0.0,0,1.0,0,,0,1,0,1,1,0,0,0,4.5
Big Boys Toys,4340 San Diego St,36.238276,-115.20553899999999,"Home Services, Auto Repair, Auto Customization, RV Repair, Body Shops, Auto Glass Services, Car Window Tinting, Contractors, Automotive, Car Stereo Installation",1,3.375,1,1,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,,,-2559.0,0.0,0,1.0,0,,0,1,0,1,1,0,0,0,4.5
Big Boys Toys,4340 San Diego St,36.238276,-115.20553899999999,"Home Services, Auto Repair, Auto Customization, RV Repair, Body Shops, Auto Glass Services, Car Window Tinting, Contractors, Automotive, Car Stereo Installation",5,3.375,5,1,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,,,-2559.0,0.0,0,1.0,0,,0,1,0,1,1,0,0,0,4.5
Big Boys Toys,4340 San Diego St,36.238276,-115.20553899999999,"Home Services, Auto Repair, Auto Customization, RV Repair, Body Shops, Auto Glass Services, Car Window Tinting, Contractors, Automotive, Car Stereo Installation",5,3.375,5,1,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,,,-2559.0,0.0,0,1.0,0,,0,1,0,1,1,0,0,0,4.5
Big Boys Toys,4340 San Diego St,36.238276,-115.20553899999999,"Home Services, Auto Repair, Auto Customization, RV Repair, Body Shops, Auto Glass Services, Car Window Tinting, Contractors, Automotive, Car Stereo Installation",5,3.375,5,1,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,,,-2559.0,0.0,0,1.0,0,,0,1,0,1,1,0,0,0,4.5
Custom RV Services,4165 Anderson Rd,43.17094,-89.319812,"Auto Repair, Automotive, Hotels & Travel, RV Repair, RV Rental, RV Dealers",5,2.75,5,3,4.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,10.0,-3258.0,-3653.0,0.0,0,0.0,0,,1,0,0,1,1,0,0,0,3.5
Custom RV Services,4165 Anderson Rd,43.17094,-89.319812,"Auto Repair, Automotive, Hotels & Travel, RV Repair, RV Rental, RV Dealers",5,2.75,5,3,4.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,10.0,-3258.0,-3653.0,0.0,0,0.0,0,,1,0,0,1,1,0,0,0,3.5
Custom RV Services,4165 Anderson Rd,43.17094,-89.319812,"Auto Repair, Automotive, Hotels & Travel, RV Repair, RV Rental, RV Dealers",1,2.75,1,3,4.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,10.0,-3258.0,-3653.0,0.0,0,0.0,0,,1,0,0,1,1,0,0,0,3.5
Apollo Village RV Resort,10701 N 99th Ave,33.5831605,-112.26953259999999,"Home Services, Real Estate, Campgrounds, RV Parks, Apartments, Hotels & Travel",1,3.375,1,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.0,,,0,,35.0,1.0,0,2490.0,0,0,0,0,,0,4.0,-1047.0,-1461.0,0.0,0,0.0,0,,0,1,1,0,0,1,0,0,2.5
Apollo Village RV Resort,10701 N 99th Ave,33.5831605,-112.26953259999999,"Home Services, Real Estate, Campgrounds, RV Parks, Apartments, Hotels & Travel",1,3.375,1,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.0,,,0,,35.0,1.0,0,2490.0,0,0,0,0,,0,4.0,-1047.0,-1461.0,0.0,0,0.0,0,,0,1,1,0,0,1,0,0,2.5
Apollo Village RV Resort,10701 N 99th Ave,33.5831605,-112.26953259999999,"Home Services, Real Estate, Campgrounds, RV Parks, Apartments, Hotels & Travel",5,3.375,5,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.0,,,0,,35.0,1.0,0,2490.0,0,0,0,0,,0,4.0,-1047.0,-1461.0,0.0,0,0.0,0,,0,1,1,0,0,1,0,0,2.5
Donnelly Mobile RV Maintenance,,36.055247200000004,-114.9279547,"RV Repair, Auto Repair, Automotive",5,2.425,5,1,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4,,,,0,,,,0,,0,0,0,0,,0,,,,,0,,0,,0,1,0,1,1,0,0,0,5.0
Donnelly Mobile RV Maintenance,,36.055247200000004,-114.9279547,"RV Repair, Auto Repair, Automotive",5,2.425,5,1,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4,,,,0,,,,0,,0,0,0,0,,0,,,,,0,,0,,0,1,0,1,1,0,0,0,5.0
Donnelly Mobile RV Maintenance,,36.055247200000004,-114.9279547,"RV Repair, Auto Repair, Automotive",5,2.55,5,1,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4,,,,0,,,,0,,0,0,0,0,,0,,,,,0,,0,,0,1,0,1,1,0,0,0,5.0
Crystal Lake Campground,N550 Gannon Rd,43.2949805021,-89.6281499416,"RV Parks, Campgrounds, Hotels & Travel",1,3.5,1,1,3.15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3,4.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,5.0,-6211.0,-6575.0,0.0,0,2.0,0,,1,0,1,0,1,0,0,0,2.5
Crystal Lake Campground,N550 Gannon Rd,43.2949805021,-89.6281499416,"RV Parks, Campgrounds, Hotels & Travel",1,3.5,1,1,3.15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3,4.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,5.0,-6211.0,-6575.0,0.0,0,2.0,0,,1,0,1,0,1,0,0,0,2.5
Crystal Lake Campground,N550 Gannon Rd,43.2949805021,-89.6281499416,"RV Parks, Campgrounds, Hotels & Travel",4,3.5,4,1,3.15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3,4.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,5.0,-6211.0,-6575.0,0.0,0,2.0,0,,1,0,1,0,1,0,0,0,2.5
Crystal Lake Campground,N550 Gannon Rd,43.2949805021,-89.6281499416,"RV Parks, Campgrounds, Hotels & Travel",5,3.5,5,1,3.15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3,4.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,5.0,-6211.0,-6575.0,0.0,0,2.0,0,,1,0,1,0,1,0,0,0,2.5
Crystal Lake Campground,N550 Gannon Rd,43.2949805021,-89.6281499416,"RV Parks, Campgrounds, Hotels & Travel",1,3.5,1,1,3.15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3,4.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,5.0,-6211.0,-6575.0,0.0,0,2.0,0,,1,0,1,0,1,0,0,0,2.5
Crystal Lake Campground,N550 Gannon Rd,43.2949805021,-89.6281499416,"RV Parks, Campgrounds, Hotels & Travel",4,3.5,4,1,3.15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3,4.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,5.0,-6211.0,-6575.0,0.0,0,2.0,0,,1,0,1,0,1,0,0,0,2.5
Firebird RV Storage,12338 E Riggs Rd,33.2192586,-111.8158318,"Local Services, Self Storage, RV Parks, Hotels & Travel",5,4.425,5,1,4.425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.425,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,9.0,-2203.0,-3288.0,,0,,0,,0,1,0,1,1,0,0,0,3.0
Firebird RV Storage,12338 E Riggs Rd,33.2192586,-111.8158318,"Local Services, Self Storage, RV Parks, Hotels & Travel",1,4.425,1,1,4.425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.425,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,9.0,-2203.0,-3288.0,,0,,0,,0,1,0,1,1,0,0,0,3.0
Firebird RV Storage,12338 E Riggs Rd,33.2192586,-111.8158318,"Local Services, Self Storage, RV Parks, Hotels & Travel",1,4.425,1,1,4.425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.425,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,9.0,-2203.0,-3288.0,,0,,0,,0,1,0,1,1,0,0,0,3.0
Firebird RV Storage,12338 E Riggs Rd,33.2192586,-111.8158318,"Local Services, Self Storage, RV Parks, Hotels & Travel",1,4.425,1,1,4.425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.425,0.0,,,0,,,0.0,0,,0,0,0,0,0.0,0,9.0,-2203.0,-3288.0,,0,,0,,0,1,0,1,1,0,0,0,3.0
RV Country,2501 E Main St,33.414936100000006,-111.7756007,"RV Dealers, RV Parks, Automotive, Hotels & Travel",5,3.25,5,2,4.375,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,3.725,10.0,22.0,5.0,0,1996.0,53.0,1.0,0,1661.0,0,0,0,0,7.0,0,3.0,-8706.0,-9862.0,0.0,0,2.0,0,,1,0,0,1,1,0,0,0,4.5
RV Country,2501 E Main St,33.414936100000006,-111.7756007,"RV Dealers, RV Parks, Automotive, Hotels & Travel",5,3.25,5,2,4.375,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,3.725,10.0,22.0,5.0,0,1996.0,53.0,1.0,0,1661.0,0,0,0,0,7.0,0,3.0,-8706.0,-9862.0,0.0,0,2.0,0,,1,0,0,1,1,0,0,0,4.5
RV Country,2501 E Main St,33.414936100000006,-111.7756007,"RV Dealers, RV Parks, Automotive, Hotels & Travel",1,3.25,1,2,4.375,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,3.725,10.0,22.0,5.0,0,1996.0,53.0,1.0,0,1661.0,0,0,0,0,7.0,0,3.0,-8706.0,-9862.0,0.0,0,2.0,0,,1,0,0,1,1,0,0,0,4.5
RV Country,2501 E Main St,33.414936100000006,-111.7756007,"RV Dealers, RV Parks, Automotive, Hotels & Travel",1,3.25,1,2,4.375,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,3.725,10.0,22.0,5.0,0,1996.0,53.0,1.0,0,1661.0,0,0,0,0,7.0,0,3.0,-8706.0,-9862.0,0.0,0,2.0,0,,1,0,0,1,1,0,0,0,4.5
